cellnumber,    x-coordinate,    y-coordinate,    z-coordinate,      solids-vof,solids-x-velocity,solids-y-velocity,  air-x-velocity,  air-y-velocity,           dp-dx,           dp-dy,           udm-x,           udm-y
      3704, 7.750000000E-01, 4.050000000E-01, 5.000000000E-03, 2.099056868E-03,-6.206210547E-01, 2.790208736E+00,-3.052633663E-01, 7.481042720E+00,-2.699883215E+02, 2.032154202E+03, 1.059273328E+01, 1.575631579E+02
      3705, 4.500000000E-02, 4.050000000E-01, 5.000000000E-03, 4.859033033E-03, 2.564735115E-01, 5.000306728E+00,-1.445942629E+00, 1.295735671E+01, 2.515343206E+01, 1.803034548E+03,-1.804408280E+02, 8.433758661E+02
      3706, 3.500000000E-02, 4.050000000E-01, 5.000000000E-03, 5.107238968E-03, 3.242081425E-02, 4.881862185E+00,-1.576244669E+00, 1.257375939E+01, 1.400182004E+01, 1.789755920E+03,-1.757644239E+02, 8.404244976E+02
      3707, 2.500000000E-02, 4.050000000E-01, 5.000000000E-03, 5.118918513E-03,-1.714350663E-01, 4.636225919E+00,-1.585732086E+00, 1.179031926E+01,-1.691531648E+01, 1.840430025E+03,-1.484420611E+02, 7.508807182E+02
      3708, 1.500000000E-02, 4.050000000E-01, 5.000000000E-03, 4.930082602E-03,-3.533958664E-01, 4.276987156E+00,-1.487825582E+00, 1.078650147E+01,-1.104540783E+02, 1.903309080E+03,-1.084417523E+02, 6.222537443E+02
      3709, 5.000000000E-03, 4.050000000E-01, 5.000000000E-03, 3.582139965E-03,-4.408642409E-01, 3.854530817E+00,-1.243946859E+00, 9.683373794E+00,-2.085641873E+02, 2.019884604E+03,-5.215228791E+01, 3.785258081E+02
      3710, 7.950000000E-01, 4.150000000E-01, 5.000000000E-03, 1.571163193E-03,-4.686234213E-01, 3.475255153E+00,-1.076415598E+00, 9.158658654E+00,-2.723348849E+02, 2.121539206E+03,-1.696630694E+01, 1.586502294E+02
      3711, 7.850000000E-01, 4.150000000E-01, 5.000000000E-03, 1.609200619E-03,-5.224368149E-01, 3.164857259E+00,-7.534784934E-01, 8.417505653E+00,-2.601280198E+02, 2.091402311E+03,-6.311802099E+00, 1.434965214E+02
      3712, 7.750000000E-01, 4.150000000E-01, 5.000000000E-03, 2.030151573E-03,-6.144819625E-01, 2.864294260E+00,-5.013384903E-01, 7.672831969E+00,-2.533640761E+02, 2.066269908E+03, 3.720198009E+00, 1.581064471E+02
      3713, 4.500000000E-02, 4.150000000E-01, 5.000000000E-03, 4.183246468E-03, 2.485228308E-01, 4.793280358E+00,-1.424013696E+00, 1.270709724E+01, 4.545578959E+00, 1.861330807E+03,-1.518824613E+02, 7.186509635E+02
      3714, 3.500000000E-02, 4.150000000E-01, 5.000000000E-03, 4.211524096E-03, 3.451737901E-02, 4.683854473E+00,-1.624632646E+00, 1.243663255E+01,-1.699227063E+01, 1.957508335E+03,-1.499660361E+02, 7.007524208E+02
      3715, 2.500000000E-02, 4.150000000E-01, 5.000000000E-03, 3.854704077E-03,-1.596516330E-01, 4.473156483E+00,-1.681733332E+00, 1.180162127E+01,-9.034933905E+01, 1.978218138E+03,-1.217665629E+02, 5.862773127E+02
      3716, 1.500000000E-02, 4.150000000E-01, 5.000000000E-03, 3.351844520E-03,-3.162518074E-01, 4.161892110E+00,-1.612254138E+00, 1.092316716E+01,-1.789880931E+02, 2.056214999E+03,-8.590281975E+01, 4.481570581E+02
      3717, 5.000000000E-03, 4.150000000E-01, 5.000000000E-03, 2.270981881E-03,-3.582145472E-01, 3.814123543E+00,-1.398052630E+00, 9.985300200E+00,-2.482372779E+02, 2.115929233E+03,-4.417398351E+01, 2.621614464E+02
      3718, 7.950000000E-01, 4.250000000E-01, 5.000000000E-03, 1.325134628E-03,-4.282913581E-01, 3.521171116E+00,-1.163061350E+00, 9.478700686E+00,-2.596577419E+02, 2.144961861E+03,-1.776264363E+01, 1.440198645E+02
      3719, 7.850000000E-01, 4.250000000E-01, 5.000000000E-03, 1.485373104E-03,-5.019447330E-01, 3.238240899E+00,-8.693847492E-01, 8.707661133E+00,-2.413418766E+02, 2.116582859E+03,-9.475855793E+00, 1.410500629E+02
      3720, 7.750000000E-01, 4.250000000E-01, 5.000000000E-03, 1.968599610E-03,-6.105658309E-01, 2.946674354E+00,-6.172898372E-01, 7.885956345E+00,-2.351609561E+02, 2.087691761E+03,-2.174305344E-01, 1.597188755E+02
      3721, 4.500000000E-02, 4.250000000E-01, 5.000000000E-03, 3.132173976E-03, 2.435879249E-01, 4.662118252E+00,-1.331537728E+00, 1.239974605E+01,-5.688719316E+01, 2.026218820E+03,-1.054015579E+02, 5.177733105E+02
      3722, 3.500000000E-02, 4.250000000E-01, 5.000000000E-03, 2.967294581E-03, 4.763485607E-02, 4.552453818E+00,-1.578772833E+00, 1.225320794E+01,-9.723423820E+01, 2.071069929E+03,-1.028769089E+02, 4.871040552E+02
      3723, 2.500000000E-02, 4.250000000E-01, 5.000000000E-03, 2.570684677E-03,-1.212934673E-01, 4.366382369E+00,-1.665060576E+00, 1.178051185E+01,-1.366240554E+02, 2.154137643E+03,-8.269126793E+01, 3.971348814E+02
      3724, 1.500000000E-02, 4.250000000E-01, 5.000000000E-03, 2.186773833E-03,-2.466579287E-01, 4.103839490E+00,-1.615992470E+00, 1.104412499E+01,-1.817064660E+02, 2.158487179E+03,-5.998211801E+01, 3.040111901E+02
      3725, 5.000000000E-03, 4.250000000E-01, 5.000000000E-03, 1.584389775E-03,-2.842260845E-01, 3.815028605E+00,-1.439934880E+00, 1.024464446E+01,-2.570106003E+02, 2.166535714E+03,-3.503137705E+01, 1.948919125E+02
      3726, 7.950000000E-01, 4.350000000E-01, 5.000000000E-03, 1.193521422E-03,-3.983882063E-01, 3.593469054E+00,-1.174031940E+00, 9.754928179E+00,-2.186991383E+02, 2.157957471E+03,-1.720434065E+01, 1.366656328E+02
      3727, 7.850000000E-01, 4.350000000E-01, 5.000000000E-03, 1.412978850E-03,-4.882490521E-01, 3.319279440E+00,-9.065645825E-01, 8.975536727E+00,-2.194432775E+02, 2.129725024E+03,-1.045347744E+01, 1.413467912E+02
      3728, 7.750000000E-01, 4.350000000E-01, 5.000000000E-03, 1.884655877E-03,-6.083137924E-01, 3.034300517E+00,-6.602874080E-01, 8.107251627E+00,-2.110051886E+02, 2.097770037E+03,-1.632032252E+00, 1.592965918E+02
      3729, 5.500000000E-02, 4.350000000E-01, 5.000000000E-03, 2.426995858E-03, 4.161780109E-01, 4.679807300E+00,-8.118803497E-01, 1.180041887E+01,-6.245338850E+01, 2.097169700E+03,-6.045307621E+01, 3.505231408E+02
      3730, 4.500000000E-02, 4.350000000E-01, 5.000000000E-03, 2.277748927E-03, 2.426897197E-01, 4.596711139E+00,-1.157286040E+00, 1.207504007E+01,-7.949813023E+01, 2.133667067E+03,-6.657827609E+01, 3.556449067E+02
      3731, 3.500000000E-02, 4.350000000E-01, 5.000000000E-03, 2.049578990E-03, 7.211865381E-02, 4.484040668E+00,-1.437949381E+00, 1.203582556E+01,-1.275141106E+02, 2.139163508E+03,-6.503803009E+01, 3.252523741E+02
      3732, 2.500000000E-02, 4.350000000E-01, 5.000000000E-03, 1.753666303E-03,-7.322575544E-02, 4.318675823E+00,-1.580239744E+00, 1.173296063E+01,-1.859142788E+02, 2.204133873E+03,-5.494352188E+01, 2.703139602E+02
      3733, 1.500000000E-02, 4.350000000E-01, 5.000000000E-03, 1.548473992E-03,-1.825720208E-01, 4.098737987E+00,-1.567948826E+00, 1.114638382E+01,-2.000503994E+02, 2.197765342E+03,-4.328447267E+01, 2.201954242E+02
      3734, 5.000000000E-03, 4.350000000E-01, 5.000000000E-03, 1.260575916E-03,-2.302726841E-01, 3.842027158E+00,-1.417655945E+00, 1.046055484E+01,-2.345222217E+02, 2.187458339E+03,-2.908280575E+01, 1.621088669E+02
      3735, 7.950000000E-01, 4.450000000E-01, 5.000000000E-03, 1.096173117E-03,-3.777195918E-01, 3.675113526E+00,-1.119510173E+00, 9.996535798E+00,-2.100061650E+02, 2.153220762E+03,-1.531644281E+01, 1.305243085E+02
      3736, 7.850000000E-01, 4.450000000E-01, 5.000000000E-03, 1.358013045E-03,-4.799462622E-01, 3.405770154E+00,-8.835063821E-01, 9.221173351E+00,-1.794531307E+02, 2.130477606E+03,-9.838392866E+00, 1.417737247E+02
      3737, 5.500000000E-02, 4.450000000E-01, 5.000000000E-03, 1.890203159E-03, 3.917756411E-01, 4.683368682E+00,-6.159106624E-01, 1.146324154E+01,-8.345857708E+01, 2.168795468E+03,-3.745899596E+01, 2.520300507E+02
      3738, 4.500000000E-02, 4.450000000E-01, 5.000000000E-03, 1.713545343E-03, 2.414646017E-01, 4.587709740E+00,-9.345308665E-01, 1.175315865E+01,-1.029141263E+02, 2.189639038E+03,-4.092525722E+01, 2.493613690E+02
      3739, 3.500000000E-02, 4.450000000E-01, 5.000000000E-03, 1.503688868E-03, 9.411625965E-02, 4.473043312E+00,-1.213867828E+00, 1.179959788E+01,-1.354547873E+02, 2.195122633E+03,-4.048784646E+01, 2.267890103E+02
      3740, 2.500000000E-02, 4.450000000E-01, 5.000000000E-03, 1.315800036E-03,-3.394689501E-02, 4.319433564E+00,-1.385293029E+00, 1.165192180E+01,-1.684859870E+02, 2.207006720E+03,-3.662689149E+01, 1.987397931E+02
      3741, 1.500000000E-02, 4.450000000E-01, 5.000000000E-03, 1.224549037E-03,-1.366911267E-01, 4.119727088E+00,-1.413653550E+00, 1.121348376E+01,-2.063203753E+02, 2.202655855E+03,-3.159241858E+01, 1.755015856E+02
      3742, 5.000000000E-03, 4.450000000E-01, 5.000000000E-03, 1.091438739E-03,-1.936465274E-01, 3.904695348E+00,-1.312469847E+00, 1.063706247E+01,-2.298343279E+02, 2.179376810E+03,-2.391662358E+01, 1.439150288E+02
      3743, 7.950000000E-01, 4.550000000E-01, 5.000000000E-03, 1.016607154E-03,-3.707183117E-01, 3.761533650E+00,-9.498885638E-01, 1.019778532E+01,-1.887491141E+02, 2.136386413E+03,-1.118311375E+01, 1.242766427E+02
      3744, 7.850000000E-01, 4.550000000E-01, 5.000000000E-03, 1.304427567E-03,-4.772941385E-01, 3.496902307E+00,-7.585851735E-01, 9.436385873E+00,-1.730029119E+02, 2.115984345E+03,-6.658622153E+00, 1.405973598E+02
      3745, 6.500000000E-02, 4.550000000E-01, 5.000000000E-03, 1.879161184E-03, 4.832667937E-01, 4.875430525E+00,-1.588721752E-01, 1.096122015E+01,-9.373420912E+01, 2.219749168E+03,-2.227553882E+01, 2.111135587E+02
      3746, 5.500000000E-02, 4.550000000E-01, 5.000000000E-03, 1.540498583E-03, 3.639887832E-01, 4.721735674E+00,-4.077361748E-01, 1.116847809E+01,-9.201658239E+01, 2.215897549E+03,-2.266445719E+01, 1.893315953E+02
      3747, 4.500000000E-02, 4.550000000E-01, 5.000000000E-03, 1.367296652E-03, 2.355961171E-01, 4.608485270E+00,-6.891754710E-01, 1.145322009E+01,-1.057977339E+02, 2.217529820E+03,-2.494655552E+01, 1.846429534E+02
      3748, 3.500000000E-02, 4.550000000E-01, 5.000000000E-03, 1.198313440E-03, 1.061778106E-01, 4.492045265E+00,-9.448332947E-01, 1.157388209E+01,-1.319191144E+02, 2.214172041E+03,-2.534715792E+01, 1.707921404E+02
      3749, 2.500000000E-02, 4.550000000E-01, 5.000000000E-03, 1.082453864E-03,-9.784062579E-03, 4.349043155E+00,-1.115301522E+00, 1.154153145E+01,-1.632225282E+02, 2.196099918E+03,-2.430089900E+01, 1.581014665E+02
      3750, 1.500000000E-02, 4.550000000E-01, 5.000000000E-03, 1.045144375E-03,-1.110602780E-01, 4.179988732E+00,-1.165889465E+00, 1.123868874E+01,-1.813270664E+02, 2.202229067E+03,-2.214138987E+01, 1.481656280E+02
      3751, 5.000000000E-03, 4.550000000E-01, 5.000000000E-03, 9.819783306E-04,-1.947152386E-01, 3.983483125E+00,-1.099156880E+00, 1.077064196E+01,-1.907510864E+02, 2.162819343E+03,-1.742302964E+01, 1.307468211E+02
      3752, 7.950000000E-01, 4.650000000E-01, 5.000000000E-03, 9.526013408E-04,-3.566033233E-01, 3.853048309E+00,-7.029650598E-01, 1.035805808E+01,-1.596543698E+02, 2.122299265E+03,-6.294015523E+00, 1.182077237E+02
      3753, 7.850000000E-01, 4.650000000E-01, 5.000000000E-03, 1.249373812E-03,-4.782741213E-01, 3.592318429E+00,-5.438221078E-01, 9.611626295E+00,-1.432518492E+02, 2.094993597E+03,-1.496088611E+00, 1.373866449E+02
      3754, 6.500000000E-02, 4.650000000E-01, 5.000000000E-03, 1.674009869E-03, 4.267408927E-01, 4.988986221E+00, 1.169247232E-02, 1.074544165E+01,-9.327429666E+01, 2.262586552E+03,-1.241280242E+01, 1.721576095E+02
      3755, 5.500000000E-02, 4.650000000E-01, 5.000000000E-03, 1.326472488E-03, 3.289615709E-01, 4.812149264E+00,-2.055051707E-01, 1.091704023E+01,-8.773844359E+01, 2.249018049E+03,-1.308249839E+01, 1.494334820E+02
      3756, 4.500000000E-02, 4.650000000E-01, 5.000000000E-03, 1.161592156E-03, 2.199235507E-01, 4.678123623E+00,-4.439189244E-01, 1.118987127E+01,-9.702447460E+01, 2.233068121E+03,-1.475561737E+01, 1.447404472E+02
      3757, 3.500000000E-02, 4.650000000E-01, 5.000000000E-03, 1.025930187E-03, 1.069500611E-01, 4.556412518E+00,-6.621792020E-01, 1.137313722E+01,-1.180682894E+02, 2.217900421E+03,-1.549726104E+01, 1.373508554E+02
      3758, 2.500000000E-02, 4.650000000E-01, 5.000000000E-03, 9.467507005E-04,-4.536027535E-04, 4.420605116E+00,-8.144472479E-01, 1.141841208E+01,-1.428007930E+02, 2.193034571E+03,-1.536138426E+01, 1.320600011E+02
      3759, 1.500000000E-02, 4.650000000E-01, 5.000000000E-03, 9.292049704E-04,-1.026935592E-01, 4.260984679E+00,-8.703663817E-01, 1.123928681E+01,-1.587662495E+02, 2.172643648E+03,-1.419022338E+01, 1.289920174E+02
      3760, 5.000000000E-03, 4.650000000E-01, 5.000000000E-03, 8.998896088E-04,-2.005639490E-01, 4.071984106E+00,-8.243910606E-01, 1.087086822E+01,-1.652087940E+02, 2.148823974E+03,-1.099301048E+01, 1.198091634E+02
      3761, 7.950000000E-01, 4.750000000E-01, 5.000000000E-03, 9.017022149E-04,-3.578043046E-01, 3.948959275E+00,-4.407254841E-01, 1.048575473E+01,-1.294585976E+02, 2.105160509E+03,-1.428985024E+00, 1.126489380E+02
      3762, 7.850000000E-01, 4.750000000E-01, 5.000000000E-03, 1.192379962E-03,-4.858668390E-01, 3.691833394E+00,-3.174303964E-01, 9.746967623E+00,-1.139184123E+02, 2.074553476E+03, 3.681357000E+00, 1.323413772E+02
      3763, 7.500000000E-02, 4.750000000E-01, 5.000000000E-03, 2.203845459E-03, 4.239216991E-01, 5.394258879E+00, 3.363312838E-01, 1.054215759E+01,-1.017310175E+02, 2.323930613E+03,-3.244187386E+00, 1.906686707E+02
      3764, 6.500000000E-02, 4.750000000E-01, 5.000000000E-03, 1.547495271E-03, 3.660569182E-01, 5.115262365E+00, 1.579803888E-01, 1.054893535E+01,-7.927834711E+01, 2.298267640E+03,-5.566641581E+00, 1.453662750E+02
      3765, 5.500000000E-02, 4.750000000E-01, 5.000000000E-03, 1.197125815E-03, 2.859397172E-01, 4.923070336E+00,-2.982802848E-02, 1.070749108E+01,-7.077042710E+01, 2.271257770E+03,-6.760489563E+00, 1.238426552E+02
      3766, 4.500000000E-02, 4.750000000E-01, 5.000000000E-03, 1.039388552E-03, 1.941509689E-01, 4.777042302E+00,-2.244218452E-01, 1.097117162E+01,-7.679415858E+01, 2.243857497E+03,-8.081331701E+00, 1.195892613E+02
      3767, 3.500000000E-02, 4.750000000E-01, 5.000000000E-03, 9.244942862E-04, 9.991308670E-02, 4.648571206E+00,-3.996005477E-01, 1.120576936E+01,-9.385148824E+01, 2.222077043E+03,-8.855449224E+00, 1.162469477E+02
      3768, 2.500000000E-02, 4.750000000E-01, 5.000000000E-03, 8.592388586E-04,-3.079265373E-03, 4.509886746E+00,-5.231274098E-01, 1.130904369E+01,-1.144939161E+02, 2.193100061E+03,-8.743441359E+00, 1.143125511E+02
      3769, 1.500000000E-02, 4.750000000E-01, 5.000000000E-03, 8.459840360E-04,-1.057937366E-01, 4.352403485E+00,-5.701772272E-01, 1.123525963E+01,-1.308243476E+02, 2.157806640E+03,-7.737152661E+00, 1.146761455E+02
      3770, 5.000000000E-03, 4.750000000E-01, 5.000000000E-03, 8.357348384E-04,-2.136494184E-01, 4.167155096E+00,-5.349733448E-01, 1.094965258E+01,-1.369593443E+02, 2.135829805E+03,-5.241781583E+00, 1.106433960E+02
      3771, 7.950000000E-01, 4.850000000E-01, 5.000000000E-03, 8.618098945E-04,-3.700667180E-01, 4.049112823E+00,-1.974958180E-01, 1.058208394E+01,-9.755709458E+01, 2.090367432E+03, 2.841613126E+00, 1.075741998E+02
      3772, 7.850000000E-01, 4.850000000E-01, 5.000000000E-03, 1.132968903E-03,-5.021541623E-01, 3.795592550E+00,-1.074035838E-01, 9.843990027E+00,-8.618739605E+01, 2.056670258E+03, 8.199625803E+00, 1.256352713E+02
      3773, 7.500000000E-02, 4.850000000E-01, 5.000000000E-03, 2.114093259E-03, 3.468883669E-01, 5.533720986E+00, 4.571540332E-01, 1.036582168E+01,-7.216113732E+01, 2.362390839E+03, 3.786016721E+00, 1.659121524E+02
      3774, 6.500000000E-02, 4.850000000E-01, 5.000000000E-03, 1.482256735E-03, 3.009848847E-01, 5.247905267E+00, 2.843516438E-01, 1.036779175E+01,-5.033669818E+01, 2.328340797E+03,-4.124704436E-01, 1.269627405E+02
      3775, 5.500000000E-02, 4.850000000E-01, 5.000000000E-03, 1.119374420E-03, 2.354865853E-01, 5.043618665E+00, 1.190409850E-01, 1.053618713E+01,-4.336684731E+01, 2.287415807E+03,-2.264021315E+00, 1.067905704E+02
      3776, 4.500000000E-02, 4.850000000E-01, 5.000000000E-03, 9.604211155E-04, 1.626101382E-01, 4.888112900E+00,-3.903602950E-02, 1.079770126E+01,-4.799289268E+01, 2.254622724E+03,-3.501133116E+00, 1.026067380E+02
      3777, 3.500000000E-02, 4.850000000E-01, 5.000000000E-03, 8.585132825E-04, 7.701721000E-02, 4.751595872E+00,-1.747112966E-01, 1.107677779E+01,-6.328505716E+01, 2.223184156E+03,-4.056417715E+00, 1.019256036E+02
      3778, 2.500000000E-02, 4.850000000E-01, 5.000000000E-03, 7.989939468E-04,-1.875033744E-02, 4.608955335E+00,-2.667348145E-01, 1.122610636E+01,-8.315419702E+01, 2.189835234E+03,-3.813218779E+00, 1.017509034E+02
      3779, 1.500000000E-02, 4.850000000E-01, 5.000000000E-03, 7.867954244E-04,-1.214599267E-01, 4.451173358E+00,-2.983268476E-01, 1.123528650E+01,-9.825137468E+01, 2.152237661E+03,-2.715182071E+00, 1.041466786E+02
      3780, 5.000000000E-03, 4.850000000E-01, 5.000000000E-03, 7.878118569E-04,-2.346841956E-01, 4.267163435E+00,-2.684144714E-01, 1.101094843E+01,-1.027233402E+02, 2.122666294E+03,-5.166554624E-01, 1.032963199E+02
      3781, 7.950000000E-01, 4.950000000E-01, 5.000000000E-03, 8.318195925E-04,-3.956357646E-01, 4.153340402E+00, 1.421460547E-02, 1.064807554E+01,-6.488995060E+01, 2.078733247E+03, 6.498103820E+00, 1.029728562E+02
      3782, 7.850000000E-01, 4.950000000E-01, 5.000000000E-03, 1.071495347E-03,-5.255610943E-01, 3.903103015E+00, 7.409683696E-02, 9.907436610E+00,-5.755642695E+01, 2.042038234E+03, 1.174941776E+01, 1.176461114E+02
      3783, 7.750000000E-01, 4.950000000E-01, 5.000000000E-03, 1.258547116E-03,-6.588332473E-01, 3.649830192E+00, 1.423142594E-01, 9.110515371E+00,-5.316349514E+01, 2.016775219E+03, 1.756234014E+01, 1.197063084E+02
      3784, 8.500000000E-02, 4.950000000E-01, 5.000000000E-03, 3.135630134E-03, 2.784475080E-01, 6.044689974E+00, 7.103673492E-01, 1.038224192E+01,-7.829800534E+01, 2.435607708E+03, 2.086672915E+01, 2.095539796E+02
      3785, 7.500000000E-02, 4.950000000E-01, 5.000000000E-03, 2.110373477E-03, 2.688024541E-01, 5.671711714E+00, 5.007386274E-01, 1.018743042E+01,-3.958484735E+01, 2.391227713E+03, 7.672143673E+00, 1.493740377E+02
      3786, 6.500000000E-02, 4.950000000E-01, 5.000000000E-03, 1.479234932E-03, 2.309329870E-01, 5.383734673E+00, 3.433485002E-01, 1.020187257E+01,-1.350891128E+01, 2.349207743E+03, 2.692943335E+00, 1.154197669E+02
      3787, 5.500000000E-02, 4.950000000E-01, 5.000000000E-03, 1.092757611E-03, 1.768237876E-01, 5.170650974E+00, 2.139836063E-01, 1.039937790E+01, 2.719068589E+00, 2.299426951E+03, 6.865632952E-01, 9.660574524E+01
      3788, 4.500000000E-02, 4.950000000E-01, 5.000000000E-03, 9.109008023E-04, 1.191632861E-01, 5.005929030E+00, 1.014546046E-01, 1.066880466E+01,-1.260818984E+01, 2.261094702E+03,-2.847409296E-01, 9.105434923E+01
      3789, 3.500000000E-02, 4.950000000E-01, 5.000000000E-03, 8.144336106E-04, 3.980991111E-02, 4.861506312E+00, 1.161228950E-02, 1.098533759E+01,-2.731083942E+01, 2.221525350E+03,-4.231580932E-01, 9.189955111E+01
      3790, 2.500000000E-02, 4.950000000E-01, 5.000000000E-03, 7.601174227E-04,-5.131775196E-02, 4.715279328E+00,-4.392970282E-02, 1.117548423E+01,-4.577263135E+01, 2.180977130E+03, 1.065868748E-01, 9.320093004E+01
      3791, 1.500000000E-02, 4.950000000E-01, 5.000000000E-03, 7.494471430E-04,-1.523356423E-01, 4.555885274E+00,-5.900466080E-02, 1.123861188E+01,-6.206147643E+01, 2.150892695E+03, 1.352996972E+00, 9.687789325E+01
      3792, 5.000000000E-03, 4.950000000E-01, 5.000000000E-03, 7.564766467E-04,-2.648440545E-01, 4.371371238E+00,-3.483263596E-02, 1.105797405E+01,-6.756510991E+01, 2.109605521E+03, 3.367771108E+00, 9.790360810E+01
      3793, 7.950000000E-01, 5.050000000E-01, 5.000000000E-03, 8.099132790E-04,-4.301789717E-01, 4.261171799E+00, 1.747070201E-01, 1.068776137E+01,-3.005654295E+01, 2.067371259E+03, 9.295118167E+00, 9.875565022E+01
      3794, 7.850000000E-01, 5.050000000E-01, 5.000000000E-03, 1.011564979E-03,-5.566746543E-01, 4.013440798E+00, 2.079825415E-01, 9.944968556E+00,-3.244324391E+01, 2.031583581E+03, 1.407303174E+01, 1.091660143E+02
      3795, 7.750000000E-01, 5.050000000E-01, 5.000000000E-03, 1.173105793E-03,-6.862556303E-01, 3.761842314E+00, 2.435697171E-01, 9.172050608E+00,-3.210397016E+01, 2.011346808E+03, 1.894023330E+01, 1.102041448E+02
      3796, 9.500000000E-02, 5.050000000E-01, 5.000000000E-03, 4.660466559E-03, 2.209981007E-01, 6.428183311E+00, 9.883125112E-01, 1.037562878E+01,-1.036389360E+02, 2.571966852E+03, 5.299239155E+01, 2.726191156E+02
      3797, 8.500000000E-02, 5.050000000E-01, 5.000000000E-03, 3.169124181E-03, 2.002780156E-01, 6.147042774E+00, 6.818009933E-01, 1.013190770E+01,-4.683291174E+00, 2.481178157E+03, 2.251965584E+01, 1.863624184E+02
      3798, 7.500000000E-02, 5.050000000E-01, 5.000000000E-03, 2.125251934E-03, 1.904146331E-01, 5.803804527E+00, 4.724074216E-01, 1.000972301E+01, 2.895258098E+01, 2.414263553E+03, 9.052988767E+00, 1.350252005E+02
      3799, 6.500000000E-02, 5.050000000E-01, 5.000000000E-03, 1.489281153E-03, 1.573522022E-01, 5.518824249E+00, 3.248889924E-01, 1.005602549E+01, 3.676176558E+01, 2.356023246E+03, 3.914258827E+00, 1.060052541E+02
      3800, 5.500000000E-02, 5.050000000E-01, 5.000000000E-03, 1.095305845E-03, 1.109884236E-01, 5.300485043E+00, 2.217284192E-01, 1.029694380E+01, 1.792807268E+01, 2.302136558E+03, 2.001327367E+00, 9.029754421E+01
      3801, 4.500000000E-02, 5.050000000E-01, 5.000000000E-03, 8.955786568E-04, 6.395787483E-02, 5.128572569E+00, 1.557261940E-01, 1.058826030E+01, 2.725970849E+01, 2.255095313E+03, 1.422104251E+00, 8.460703216E+01
      3802, 3.500000000E-02, 5.050000000E-01, 5.000000000E-03, 7.931123369E-04,-8.933594222E-03, 4.976913315E+00, 1.195713492E-01, 1.093211985E+01, 2.058014361E+01, 2.217953930E+03, 1.849343370E+00, 8.570270859E+01
      3803, 2.500000000E-02, 5.050000000E-01, 5.000000000E-03, 7.422056502E-04,-9.572347441E-02, 4.826763155E+00, 1.092601731E-01, 1.115676830E+01,-4.882862372E+00, 2.177022312E+03, 2.855752119E+00, 8.818715950E+01
      3804, 1.500000000E-02, 5.050000000E-01, 5.000000000E-03, 7.324624908E-04,-1.940726514E-01, 4.665136273E+00, 1.188748137E-01, 1.124928331E+01,-2.327860051E+01, 2.143385568E+03, 4.399555695E+00, 9.256288942E+01
      3805, 5.000000000E-03, 5.050000000E-01, 5.000000000E-03, 7.422193148E-04,-3.043253675E-01, 4.479337175E+00, 1.431064976E-01, 1.109585749E+01,-2.606341991E+01, 2.098084782E+03, 6.395759040E+00, 9.457902508E+01
      3806, 7.950000000E-01, 5.150000000E-01, 5.000000000E-03, 7.960292207E-04,-4.737813867E-01, 4.371904226E+00, 2.267557511E-01, 1.071121767E+01, 3.534860311E+00, 2.062177860E+03, 1.050949942E+01, 9.510275378E+01
      3807, 7.850000000E-01, 5.150000000E-01, 5.000000000E-03, 9.608218634E-04,-5.967971421E-01, 4.126051046E+00, 2.535881149E-01, 9.967565556E+00,-2.516908197E+00, 2.030055380E+03, 1.475751044E+01, 1.013731255E+02
      3808, 7.750000000E-01, 5.150000000E-01, 5.000000000E-03, 1.110297818E-03,-7.219453048E-01, 3.874163791E+00, 2.743364219E-01, 9.211075641E+00,-1.372267315E+01, 2.012805980E+03, 1.908929696E+01, 1.022581188E+02
      3809, 9.500000000E-02, 5.150000000E-01, 5.000000000E-03, 4.642382631E-03, 1.663266262E-01, 6.424588568E+00, 9.119659869E-01, 9.973641181E+00, 2.733937449E+01, 2.619361845E+03, 4.863348759E+01, 2.314829599E+02
      3810, 8.500000000E-02, 5.150000000E-01, 5.000000000E-03, 3.258390806E-03, 1.258477294E-01, 6.232826502E+00, 5.905187030E-01, 9.872893447E+00, 7.224841327E+01, 2.514195993E+03, 2.133761378E+01, 1.671512683E+02
      3811, 7.500000000E-02, 5.150000000E-01, 5.000000000E-03, 2.172473887E-03, 1.114941709E-01, 5.925909777E+00, 3.826317453E-01, 9.837882563E+00, 9.288242235E+01, 2.424982045E+03, 8.569806800E+00, 1.236451682E+02
      3812, 6.500000000E-02, 5.150000000E-01, 5.000000000E-03, 1.522843518E-03, 8.073623587E-02, 5.650053421E+00, 2.558601367E-01, 9.942375314E+00, 9.321955124E+01, 2.346309103E+03, 4.063517839E+00, 9.959763631E+01
      3813, 5.500000000E-02, 5.150000000E-01, 5.000000000E-03, 1.108189893E-03, 3.920496256E-02, 5.429913320E+00, 1.809997047E-01, 1.022437019E+01, 8.821482747E+01, 2.296448627E+03, 2.536238101E+00, 8.575694693E+01
      3814, 4.500000000E-02, 5.150000000E-01, 5.000000000E-03, 8.978270189E-04,-6.893863556E-04, 5.252747344E+00, 1.385923895E-01, 1.054695865E+01, 6.514403010E+01, 2.245817457E+03, 2.128134692E+00, 8.089209573E+01
      3815, 3.500000000E-02, 5.150000000E-01, 5.000000000E-03, 7.920422337E-04,-6.800667411E-02, 5.095301910E+00, 1.213472957E-01, 1.091379877E+01, 3.899639724E+01, 2.204551678E+03, 2.687185288E+00, 8.257222805E+01
