cellnumber,    x-coordinate,    y-coordinate,    z-coordinate,      solids-vof,solids-x-velocity,solids-y-velocity,  air-x-velocity,  air-y-velocity,           dp-dx,           dp-dy,           udm-x,           udm-y
         1, 5.650000000E-01, 5.000000000E-03, 5.000000000E-03, 5.856893430E-04, 2.424858930E-01, 8.639927217E-01, 3.536511610E+00, 3.768743989E+00,-2.965481414E+02, 2.505690632E+03, 2.968137631E+01, 2.617375299E+01
         2, 5.750000000E-01, 5.000000000E-03, 5.000000000E-03, 2.500277278E-04, 3.010637565E-01, 9.963444388E-01, 4.026824817E+00, 4.068025752E+00,-3.946143949E+02, 2.477716846E+03, 1.506205015E+01, 1.241781672E+01
         3, 5.550000000E-01, 5.000000000E-03, 5.000000000E-03, 9.710021319E-04, 1.768976200E-01, 7.321371746E-01, 3.086832934E+00, 3.569975681E+00,-1.710732396E+02, 2.503727962E+03, 4.177462290E+01, 4.073961124E+01
         4, 5.650000000E-01, 1.500000000E-02, 5.000000000E-03, 1.024791224E-03, 1.965390082E-01, 8.373414544E-01, 3.389457616E+00, 3.225779306E+00,-3.040883394E+02, 2.586226965E+03, 4.790141815E+01, 3.583228209E+01
         5, 5.450000000E-01, 5.000000000E-03, 5.000000000E-03, 1.192386198E-03, 1.017021077E-01, 6.000410235E-01, 2.714719681E+00, 3.473252275E+00,-8.105483635E+01, 2.531060010E+03, 4.500994594E+01, 4.949185356E+01
         6, 5.550000000E-01, 1.500000000E-02, 5.000000000E-03, 1.278988255E-03, 1.027652471E-01, 7.089388674E-01, 2.840003922E+00, 3.114798249E+00,-1.669930551E+02, 2.606740720E+03, 4.895462541E+01, 4.302801429E+01
         7, 5.350000000E-01, 5.000000000E-03, 5.000000000E-03, 1.255538578E-03, 2.566683909E-02, 4.811762923E-01, 2.451913512E+00, 3.475631979E+00,-1.614986208E+01, 2.467522048E+03, 4.383793417E+01, 5.410445389E+01
         8, 5.450000000E-01, 1.500000000E-02, 5.000000000E-03, 1.345750082E-03, 9.485060776E-03, 5.861218948E-01, 2.410361803E+00, 3.110964972E+00,-4.524576275E+01, 2.578417146E+03, 4.416389864E+01, 4.644424754E+01
         9, 5.250000000E-01, 5.000000000E-03, 5.000000000E-03, 1.210556648E-03,-3.218801612E-02, 3.768497033E-01, 2.320986207E+00, 3.529228073E+00, 6.285610998E+01, 2.398862784E+03, 4.142739645E+01, 5.549730538E+01
        10, 5.350000000E-01, 1.500000000E-02, 5.000000000E-03, 1.281575773E-03,-6.157248720E-02, 4.778775026E-01, 2.134278915E+00, 3.271442677E+00, 5.782120561E+01, 2.544147950E+03, 3.884723176E+01, 4.942150166E+01
        11, 5.150000000E-01, 5.000000000E-03, 5.000000000E-03, 1.114947896E-03,-6.310273980E-02, 2.806411742E-01, 2.337890560E+00, 3.637843854E+00, 6.026281051E+01, 2.330248826E+03, 3.990825533E+01, 5.580194735E+01
        12, 5.250000000E-01, 1.500000000E-02, 5.000000000E-03, 1.130879249E-03,-1.003604826E-01, 3.788879723E-01, 2.038069952E+00, 3.491484596E+00, 1.223761659E+02, 2.425758646E+03, 3.442903153E+01, 5.011324454E+01
        13, 5.050000000E-01, 5.000000000E-03, 5.000000000E-03, 9.420457687E-04,-6.233995108E-02, 1.786770254E-01, 2.518870603E+00, 3.789381717E+00, 5.677121522E+01, 2.222625365E+03, 3.764748460E+01, 5.266286745E+01
        14, 5.150000000E-01, 1.500000000E-02, 5.000000000E-03, 8.480652069E-04,-9.824939128E-02, 2.746468825E-01, 2.133811362E+00, 3.745470419E+00, 1.401262703E+02, 2.333613658E+03, 2.820070067E+01, 4.385169870E+01
        15, 4.950000000E-01, 5.000000000E-03, 5.000000000E-03, 7.504278672E-04,-3.363976506E-02, 6.598294991E-02, 2.841437714E+00, 3.914344127E+00, 4.348004482E+01, 2.147923607E+03, 3.482518499E+01, 4.661435767E+01
        16, 5.050000000E-01, 1.500000000E-02, 5.000000000E-03, 5.463889739E-04,-6.627848234E-02, 1.613257680E-01, 2.414448616E+00, 4.064216958E+00, 1.466690624E+02, 2.224591229E+03, 2.142980689E+01, 3.371519768E+01
        17, 4.850000000E-01, 5.000000000E-03, 5.000000000E-03, 6.307430790E-04, 2.643887292E-02,-7.709824508E-02, 3.150698791E+00, 3.951296583E+00,-4.561900829E+00, 2.063438136E+03, 3.283236113E+01, 4.233377415E+01
        18, 4.950000000E-01, 1.500000000E-02, 5.000000000E-03, 3.440030065E-04,-4.726769073E-03, 2.882507074E-02, 2.776571359E+00, 4.246084513E+00, 1.575782875E+02, 2.112278399E+03, 1.585330148E+01, 2.403823045E+01
        19, 4.750000000E-01, 5.000000000E-03, 5.000000000E-03, 5.887307760E-04, 1.177175621E-01,-2.954709361E-01, 3.227823974E+00, 3.215067666E+00, 3.300182976E+01, 1.959770617E+03, 2.916900387E+01, 3.292456930E+01
        20, 4.850000000E-01, 1.500000000E-02, 5.000000000E-03, 2.496845235E-04, 1.045720202E-01,-1.522744130E-01, 2.969391647E+00, 4.141481594E+00, 1.871660976E+02, 2.161076517E+03, 1.198840501E+01, 1.796807224E+01
        21, 4.650000000E-01, 5.000000000E-03, 5.000000000E-03, 1.569693640E-03, 4.117416169E-01,-9.699507155E-01, 2.772271069E+00, 1.716228434E+00, 9.336553058E+01, 2.261371402E+03, 5.134698521E+01, 5.843062069E+01
        22, 4.750000000E-01, 1.500000000E-02, 5.000000000E-03, 3.008447251E-04, 2.237401991E-01,-3.875237191E-01, 2.675464451E+00, 2.993053052E+00, 2.415969782E+02, 2.037734438E+03, 1.104430454E+01, 1.522851494E+01
        23, 4.550000000E-01, 5.000000000E-03, 5.000000000E-03, 3.101921318E-02, 5.578717373E-01,-1.522836015E+00, 1.838917235E+00,-1.778253037E-01,-3.844946542E+02, 1.946081558E+03, 4.300932443E+02, 4.515686769E+02
        24, 4.650000000E-01, 1.500000000E-02, 5.000000000E-03, 1.653433458E-02, 5.848243028E-01,-1.403032854E+00, 1.866261044E+00, 6.138980696E-01,-1.333888159E+02, 2.030479569E+03, 2.489711448E+02, 3.918707689E+02
        25, 4.450000000E-01, 5.000000000E-03, 5.000000000E-03, 1.369955890E-01, 5.294020613E-01,-1.640120406E+00, 9.929824316E-01,-1.169008453E+00,-7.037906758E+02, 1.744027553E+03, 6.066512002E+02, 6.165071910E+02
        26, 4.550000000E-01, 1.500000000E-02, 5.000000000E-03, 1.221661629E-01, 5.721330254E-01,-1.541661094E+00, 1.068399121E+00,-9.945564402E-01,-6.466910315E+02, 1.727460441E+03, 5.764565764E+02, 6.355100193E+02
        27, 4.350000000E-01, 5.000000000E-03, 5.000000000E-03, 2.903673969E-01, 4.954534503E-01,-1.725906528E+00, 5.348673468E-01,-1.538745065E+00,-1.547285149E+02, 1.592924786E+03, 1.318809881E+02, 6.262521799E+02
        28, 4.450000000E-01, 1.500000000E-02, 5.000000000E-03, 3.295608463E-01, 5.823411769E-01,-1.644037463E+00, 6.489580323E-01,-1.508388655E+00,-4.002082448E+02, 1.628948975E+03, 2.816114458E+02, 5.734323062E+02
        29, 4.250000000E-01, 5.000000000E-03, 5.000000000E-03, 3.892271434E-01, 4.474905274E-01,-1.768066891E+00, 3.669312699E-01,-1.614301514E+00, 8.343079311E+02, 8.497510029E+02,-5.181472926E+02, 9.890001006E+02
        30, 4.350000000E-01, 1.500000000E-02, 5.000000000E-03, 4.744674755E-01, 5.892011650E-01,-1.727748753E+00, 5.318841361E-01,-1.642668653E+00, 1.163788487E+03, 7.284942913E+02,-6.184718541E+02, 9.180456146E+02
        31, 4.150000000E-01, 5.000000000E-03, 5.000000000E-03, 4.160661320E-01, 3.941001771E-01,-1.774768794E+00, 2.806298396E-01,-1.574087348E+00, 1.553158780E+03,-2.915431207E+02,-9.108252636E+02, 1.610867957E+03
        32, 4.250000000E-01, 1.500000000E-02, 5.000000000E-03, 5.070022762E-01, 5.846178980E-01,-1.769174337E+00, 5.158540428E-01,-1.662131058E+00, 1.929585401E+03,-5.405117566E+02,-9.534827331E+02, 1.484266960E+03
        33, 4.050000000E-01, 5.000000000E-03, 5.000000000E-03, 3.981699651E-01, 3.338547787E-01,-1.757848130E+00, 1.786601580E-01,-1.464303394E+00, 1.959886154E+03,-1.249017168E+03,-1.180213421E+03, 2.232328898E+03
        34, 4.150000000E-01, 1.500000000E-02, 5.000000000E-03, 5.089446916E-01, 5.684069260E-01,-1.779963492E+00, 4.866890614E-01,-1.649173800E+00, 2.391421816E+03,-1.362978221E+03,-1.173533631E+03, 1.878244158E+03
        35, 4.050000000E-01, 1.500000000E-02, 5.000000000E-03, 4.628082064E-01, 5.318757321E-01,-1.772203366E+00, 4.311481433E-01,-1.578628803E+00, 2.049518390E+03,-1.473433691E+03,-1.098282300E+03, 2.110638393E+03
        36, 5.750000000E-01, 1.500000000E-02, 5.000000000E-03, 5.852281300E-04, 2.720204463E-01, 9.791023592E-01, 4.023769699E+00, 3.486525764E+00,-4.962891189E+02, 2.559084741E+03, 3.426693411E+01, 2.290177376E+01
        37, 5.650000000E-01, 2.500000000E-02, 5.000000000E-03, 1.404089398E-03, 9.918804173E-02, 7.688734695E-01, 3.095484963E+00, 2.474471527E+00,-3.745936368E+02, 2.785417411E+03, 5.720791179E+01, 3.256476437E+01
        38, 5.550000000E-01, 2.500000000E-02, 5.000000000E-03, 1.490651892E-03,-1.969474877E-02, 6.538137615E-01, 2.424049426E+00, 2.561982733E+00,-1.418437964E+02, 2.714881051E+03, 4.697484996E+01, 3.667976053E+01
        39, 5.450000000E-01, 2.500000000E-02, 5.000000000E-03, 1.424836156E-03,-1.155157161E-01, 5.485217888E-01, 1.953819376E+00, 2.746090117E+00, 1.215631877E+01, 2.634709060E+03, 3.751493267E+01, 3.983967033E+01
        40, 5.350000000E-01, 2.500000000E-02, 5.000000000E-03, 1.219878666E-03,-1.710223190E-01, 4.538179219E-01, 1.704798280E+00, 3.078782892E+00, 1.543148634E+02, 2.584896991E+03, 3.008158793E+01, 4.209523799E+01
        41, 5.250000000E-01, 2.500000000E-02, 5.000000000E-03, 8.325839469E-04,-1.736769647E-01, 3.530594075E-01, 1.679515099E+00, 3.509209203E+00, 1.923098725E+02, 2.457051782E+03, 2.160258731E+01, 3.679111456E+01
        42, 5.150000000E-01, 2.500000000E-02, 5.000000000E-03, 4.407355865E-04,-1.484001530E-01, 2.432054315E-01, 1.866885692E+00, 3.924675892E+00, 2.348433588E+02, 2.343903188E+03, 1.333847492E+01, 2.436637043E+01
        43, 5.050000000E-01, 2.500000000E-02, 5.000000000E-03, 2.053819542E-04,-9.169672735E-02, 1.255912034E-01, 2.200135403E+00, 4.379092350E+00, 3.110106239E+02, 2.229429196E+03, 7.612473874E+00, 1.412828886E+01
        44, 4.950000000E-01, 2.500000000E-02, 5.000000000E-03, 1.151062204E-04, 9.861040704E-03,-6.585614448E-03, 2.494629656E+00, 4.575493145E+00, 3.043594783E+02, 2.105198472E+03, 4.817615506E+00, 8.884003742E+00
        45, 4.850000000E-01, 2.500000000E-02, 5.000000000E-03, 1.055034930E-04, 1.577480275E-01,-1.378599073E-01, 2.448061192E+00, 4.148092715E+00, 3.589624739E+02, 2.080471346E+03, 3.919130692E+00, 7.334022579E+00
        46, 4.750000000E-01, 2.500000000E-02, 5.000000000E-03, 1.944009878E-03, 5.432457441E-01,-1.151717663E+00, 1.894031021E+00, 2.349977678E+00, 2.049304708E+02, 2.229993681E+03, 3.733165044E+01, 9.677634826E+01
        47, 4.650000000E-01, 2.500000000E-02, 5.000000000E-03, 6.441490624E-02, 5.647836573E-01,-1.424377548E+00, 1.175301770E+00,-4.151820530E-01,-3.795305332E+02, 1.772594112E+03, 3.814527047E+02, 6.305469781E+02
        48, 4.550000000E-01, 2.500000000E-02, 5.000000000E-03, 2.723923860E-01, 5.801510616E-01,-1.540736316E+00, 7.440880558E-01,-1.343124203E+00,-7.081056693E+02, 1.643386629E+03, 5.091554926E+02, 6.137436705E+02
        49, 4.450000000E-01, 2.500000000E-02, 5.000000000E-03, 4.878460640E-01, 6.411686472E-01,-1.633423493E+00, 6.133663308E-01,-1.552940934E+00, 6.227698193E+02, 6.371009392E+02,-3.240497688E+02, 9.380640850E+02
        50, 4.350000000E-01, 2.500000000E-02, 5.000000000E-03, 5.330074603E-01, 7.032703886E-01,-1.711621724E+00, 6.230548902E-01,-1.616355448E+00, 2.865149671E+03,-9.388993111E+02,-1.339534251E+03, 1.590870115E+03
        51, 4.250000000E-01, 2.500000000E-02, 5.000000000E-03, 5.369014142E-01, 7.379012814E-01,-1.760245679E+00, 6.669966046E-01,-1.652401948E+00, 2.644867774E+03,-1.551880516E+03,-1.222818642E+03, 1.859867799E+03
        52, 4.150000000E-01, 2.500000000E-02, 5.000000000E-03, 5.333210951E-01, 7.487112196E-01,-1.785253415E+00, 6.840278385E-01,-1.682101382E+00, 2.318262511E+03,-1.226205025E+03,-1.080225173E+03, 1.722659225E+03
        53, 4.050000000E-01, 2.500000000E-02, 5.000000000E-03, 4.827553281E-01, 7.371261623E-01,-1.795311363E+00, 6.685563645E-01,-1.655315932E+00, 1.591627508E+03,-7.789533045E+02,-8.199618195E+02, 1.674073887E+03
        54, 5.750000000E-01, 2.500000000E-02, 5.000000000E-03, 1.091039977E-03, 2.150668029E-01, 8.958273156E-01, 3.912848953E+00, 2.661620017E+00,-6.091827145E+02, 2.616903532E+03, 5.991583506E+01, 2.861145951E+01
        55, 5.650000000E-01, 3.500000000E-02, 5.000000000E-03, 1.857004372E-03,-9.241022781E-02, 5.504324928E-01, 2.660647637E+00, 1.465727805E+00,-4.790599304E+02, 2.886098925E+03, 6.385153525E+01, 2.122839903E+01
        56, 5.550000000E-01, 3.500000000E-02, 5.000000000E-03, 1.741898120E-03,-2.267070050E-01, 4.789503200E-01, 1.823435188E+00, 1.886351310E+00,-1.282388472E+02, 2.884047980E+03, 4.139290958E+01, 2.841579580E+01
        57, 5.450000000E-01, 3.500000000E-02, 5.000000000E-03, 1.477556224E-03,-3.216559323E-01, 4.240479226E-01, 1.308355474E+00, 2.440430498E+00, 1.183152372E+02, 2.677600396E+03, 2.846168908E+01, 3.520813027E+01
        58, 5.350000000E-01, 3.500000000E-02, 5.000000000E-03, 9.820721136E-04,-3.322774500E-01, 3.662839039E-01, 1.115097442E+00, 2.984068540E+00, 2.674981294E+02, 2.530324692E+03, 1.798761347E+01, 3.253317331E+01
        59, 5.250000000E-01, 3.500000000E-02, 5.000000000E-03, 4.555338911E-04,-3.025129030E-01, 2.754010231E-01, 1.182868314E+00, 3.593097168E+00, 3.168829827E+02, 2.442243330E+03, 9.432885291E+00, 2.106896655E+01
        60, 5.150000000E-01, 3.500000000E-02, 5.000000000E-03, 1.599407524E-04,-2.415217377E-01, 1.777538167E-01, 1.432185849E+00, 4.157280654E+00, 3.631364421E+02, 2.325604934E+03, 4.077657134E+00, 9.695329179E+00
        61, 5.050000000E-01, 3.500000000E-02, 5.000000000E-03, 8.091502021E-05,-1.632337410E-01, 7.357815683E-02, 1.751652511E+00, 4.672138062E+00, 4.400312268E+02, 2.246444743E+03, 2.546552979E+00, 6.115494543E+00
        62, 4.950000000E-01, 3.500000000E-02, 5.000000000E-03, 7.666848485E-05,-6.784133974E-02,-4.987093008E-02, 1.957405067E+00, 4.892338978E+00, 4.384093021E+02, 2.083750772E+03, 2.650043355E+00, 6.466902241E+00
        63, 4.850000000E-01, 3.500000000E-02, 5.000000000E-03, 9.666103609E-05,-1.322430690E-02,-2.408907029E-01, 1.802024595E+00, 4.056393785E+00, 3.443467609E+02, 2.089550256E+03, 2.784339511E+00, 6.591437117E+00
        64, 4.750000000E-01, 3.500000000E-02, 5.000000000E-03, 1.188342529E-02, 5.458947799E-01,-1.246652556E+00, 1.255934172E+00, 1.381862179E+00, 3.527331287E+01, 2.183140783E+03, 1.044317937E+02, 3.865989850E+02
        65, 4.650000000E-01, 3.500000000E-02, 5.000000000E-03, 1.388073457E-01, 5.277970440E-01,-1.398108006E+00, 7.666402215E-01,-9.583852168E-01,-3.319506656E+02, 1.861377302E+03, 2.933891403E+02, 5.401447615E+02
        66, 4.550000000E-01, 3.500000000E-02, 5.000000000E-03, 4.080199417E-01, 5.809458079E-01,-1.492860258E+00, 5.709309500E-01,-1.378074733E+00, 1.224364851E+02, 1.124702166E+03,-6.943643760E+01, 7.958473303E+02
        67, 4.450000000E-01, 3.500000000E-02, 5.000000000E-03, 5.302203893E-01, 6.628882454E-01,-1.576369809E+00, 5.733022046E-01,-1.484855609E+00, 3.124113031E+03,-7.298131417E+02,-1.469918481E+03, 1.501555530E+03
        68, 4.350000000E-01, 3.500000000E-02, 5.000000000E-03, 5.406626623E-01, 7.506953338E-01,-1.658899771E+00, 6.559184701E-01,-1.546120854E+00, 3.710453229E+03,-1.949193507E+03,-1.704026238E+03, 2.027691426E+03
        69, 4.250000000E-01, 3.500000000E-02, 5.000000000E-03, 5.411539745E-01, 8.033057232E-01,-1.727412412E+00, 7.438450846E-01,-1.609019829E+00, 2.313469353E+03,-2.139874664E+03,-1.060986276E+03, 2.112538792E+03
        70, 4.150000000E-01, 3.500000000E-02, 5.000000000E-03, 5.383908276E-01, 8.376174450E-01,-1.779982219E+00, 7.976477495E-01,-1.662471822E+00, 1.514805831E+03,-1.956776650E+03,-6.942075677E+02, 2.040961424E+03
        71, 4.050000000E-01, 3.500000000E-02, 5.000000000E-03, 4.972399336E-01, 8.564225529E-01,-1.801690565E+00, 8.292377438E-01,-1.678956199E+00, 7.074127004E+02,-6.922505251E+02,-3.512475167E+02, 1.585817317E+03
        72, 5.750000000E-01, 3.500000000E-02, 5.000000000E-03, 1.742536787E-03, 6.607304925E-02, 6.557716369E-01, 3.720993276E+00, 1.554512797E+00,-8.425614330E+02, 2.693924887E+03, 9.063478520E+01, 2.228700135E+01
        73, 5.750000000E-01, 4.500000000E-02, 5.000000000E-03, 7.003599386E-03,-6.679860873E-01,-2.983651973E-01, 3.382565659E+00, 3.241228731E-01,-1.308831105E+03, 2.562393556E+03, 4.266795599E+02, 6.557203872E+01
        74, 5.650000000E-01, 4.500000000E-02, 5.000000000E-03, 5.685345158E-03,-7.719083665E-01,-2.906018338E-01, 2.010285136E+00, 3.662111891E-01,-6.353117499E+02, 2.789287568E+03, 1.977668395E+02, 4.668828232E+01
        75, 5.550000000E-01, 4.500000000E-02, 5.000000000E-03, 3.182930327E-03,-7.459892029E-01,-1.101675124E-01, 9.702843263E-01, 1.131221003E+00,-6.963584657E+01, 2.915643253E+03, 5.893644252E+01, 4.262899917E+01
        76, 5.450000000E-01, 4.500000000E-02, 5.000000000E-03, 1.635316959E-03,-7.208754604E-01, 6.835036188E-02, 4.017734711E-01, 2.228325734E+00, 2.859986219E+02, 2.701075290E+03, 2.106094109E+01, 4.052122867E+01
        77, 5.350000000E-01, 4.500000000E-02, 5.000000000E-03, 7.072849955E-04,-6.500369112E-01, 1.272353168E-01, 2.957195226E-01, 3.126704848E+00, 4.359408000E+02, 2.340566198E+03, 8.672726258E+00, 2.750557885E+01
        78, 5.250000000E-01, 4.500000000E-02, 5.000000000E-03, 2.087420696E-04,-5.039116729E-01, 1.348340743E-01, 5.038565495E-01, 3.767559386E+00, 4.655454070E+02, 2.362236742E+03, 2.986378625E+00, 1.076506778E+01
        79, 5.150000000E-01, 4.500000000E-02, 5.000000000E-03, 8.166805006E-05,-3.656728400E-01, 9.711496060E-02, 8.434929913E-01, 4.426953511E+00, 4.698280146E+02, 2.263819297E+03, 1.536460647E+00, 5.501831403E+00
        80, 5.050000000E-01, 4.500000000E-02, 5.000000000E-03, 7.685930940E-05,-2.617133136E-01, 1.888485823E-02, 1.174911622E+00, 4.936179226E+00, 5.047875072E+02, 2.234017188E+03, 1.842377642E+00, 6.306108835E+00
        81, 4.950000000E-01, 4.500000000E-02, 5.000000000E-03, 7.548100378E-05,-1.624542805E-01,-9.170695708E-02, 1.358275238E+00, 5.182060736E+00, 4.791301737E+02, 2.110175055E+03, 1.988358112E+00, 6.895466054E+00
        82, 4.850000000E-01, 4.500000000E-02, 5.000000000E-03, 1.220868867E-04,-1.584251568E-01,-3.231807420E-01, 1.233920842E+00, 3.889860299E+00, 3.238700850E+02, 2.149503471E+03, 2.626841692E+00, 7.948449499E+00
        83, 4.750000000E-01, 4.500000000E-02, 5.000000000E-03, 3.116174766E-02, 4.766683841E-01,-1.208308247E+00, 8.486040476E-01, 4.487352056E-01,-5.385282353E+01, 2.008645860E+03, 1.206744425E+02, 5.376273760E+02
        84, 4.650000000E-01, 4.500000000E-02, 5.000000000E-03, 2.180866338E-01, 4.824505322E-01,-1.328195238E+00, 5.464775503E-01,-1.091601368E+00,-1.647342750E+02, 1.855388505E+03, 1.322008409E+02, 4.885110919E+02
        85, 4.550000000E-01, 4.500000000E-02, 5.000000000E-03, 4.751056280E-01, 5.560786991E-01,-1.403958693E+00, 4.515059507E-01,-1.311078461E+00, 2.221002717E+03, 4.882574860E+02,-1.170756382E+03, 1.039851447E+03
        86, 4.450000000E-01, 4.500000000E-02, 5.000000000E-03, 5.360887220E-01, 6.621412436E-01,-1.482898513E+00, 5.240218584E-01,-1.381848785E+00, 5.263074102E+03,-1.386054965E+03,-2.442643014E+03, 1.787065661E+03
        87, 4.350000000E-01, 4.500000000E-02, 5.000000000E-03, 5.395882225E-01, 7.560653086E-01,-1.582541793E+00, 6.479837545E-01,-1.458622293E+00, 4.242402957E+03,-2.395317578E+03,-1.951925840E+03, 2.237955174E+03
        88, 4.250000000E-01, 4.500000000E-02, 5.000000000E-03, 5.404924096E-01, 8.161996469E-01,-1.677824752E+00, 7.538047108E-01,-1.535862992E+00, 2.456535455E+03,-3.114811380E+03,-1.126790197E+03, 2.563687528E+03
        89, 4.150000000E-01, 4.500000000E-02, 5.000000000E-03, 5.385839970E-01, 8.647061544E-01,-1.749606203E+00, 8.429086187E-01,-1.602174394E+00, 8.444013072E+02,-3.201568619E+03,-3.864370698E+02, 2.613741170E+03
        90, 4.050000000E-01, 4.500000000E-02, 5.000000000E-03, 5.161503145E-01, 8.999489414E-01,-1.797213859E+00, 9.238188299E-01,-1.637612611E+00,-7.389277220E+02,-2.548821814E+03, 3.628318884E+02, 2.426003041E+03
        91, 5.850000000E-01, 4.500000000E-02, 5.000000000E-03, 6.683772969E-03,-3.992820193E-01,-1.599830888E-01, 4.805207142E+00, 7.338333215E-01,-1.684038387E+03, 2.045966873E+03, 5.983332581E+02, 1.027574596E+02
        92, 5.750000000E-01, 5.500000000E-02, 5.000000000E-03, 6.112498874E-02,-1.358503868E+00,-1.056768811E+00, 7.123325901E-01,-6.148246938E-01,-1.643615170E+03, 2.122742798E+03, 1.557223219E+03, 3.323322024E+02
        93, 5.650000000E-01, 5.500000000E-02, 5.000000000E-03, 4.625250062E-02,-1.441532855E+00,-1.023021172E+00,-6.178720629E-02,-4.428333369E-01,-6.051517200E+02, 2.342025405E+03, 6.522291928E+02, 2.742646398E+02
        94, 5.550000000E-01, 5.500000000E-02, 5.000000000E-03, 2.006706129E-02,-1.515635640E+00,-8.772755457E-01,-6.066416852E-01, 4.673640005E-01, 6.630749458E+01, 2.441074667E+03, 1.816092534E+02, 2.686475336E+02
        95, 5.450000000E-01, 5.500000000E-02, 5.000000000E-03, 5.173037318E-03,-1.546063965E+00,-6.033236483E-01,-8.732552240E-01, 2.076344583E+00, 4.082102393E+02, 2.478682482E+03, 4.275178922E+01, 1.702721805E+02
        96, 5.350000000E-01, 5.500000000E-02, 5.000000000E-03, 6.585551736E-04,-1.176778981E+00,-2.166976380E-01,-7.338807834E-01, 3.543724165E+00, 5.866410438E+02, 2.142599484E+03, 4.153973210E+00, 3.526925944E+01
        97, 5.250000000E-01, 5.500000000E-02, 5.000000000E-03, 1.026924655E-04,-6.729009196E-01, 7.168192720E-02,-2.849268942E-01, 4.107391417E+00, 5.886783586E+02, 2.139138090E+03, 5.871825553E-01, 6.107878507E+00
        98, 5.150000000E-01, 5.500000000E-02, 5.000000000E-03, 8.377740116E-05,-4.830718191E-01, 3.907818929E-02, 2.135341252E-01, 4.753769626E+00, 5.312285304E+02, 2.144153359E+03, 9.366943879E-01, 6.339631531E+00
        99, 5.050000000E-01, 5.500000000E-02, 5.000000000E-03, 7.965344324E-05,-3.339047704E-01,-1.080476770E-02, 6.072113424E-01, 5.233414159E+00, 4.973005936E+02, 2.146110874E+03, 1.277703179E+00, 7.119796489E+00
       100, 4.950000000E-01, 5.500000000E-02, 5.000000000E-03, 7.680392362E-05,-2.224366675E-01,-1.019976571E-01, 8.104439469E-01, 5.415209590E+00, 4.511021515E+02, 2.157833950E+03, 1.391108035E+00, 7.430705179E+00
       101, 4.850000000E-01, 5.500000000E-02, 5.000000000E-03, 5.231923555E-04, 1.407806733E-01,-6.667304009E-01, 7.437616757E-01, 3.620299511E+00, 3.062365858E+02, 2.304994567E+03, 4.816260675E+00, 3.424229536E+01
       102, 4.750000000E-01, 5.500000000E-02, 5.000000000E-03, 5.696679993E-02, 4.040790768E-01,-1.128922952E+00, 5.149250828E-01,-1.182683104E-01, 8.437082357E+00, 2.000504851E+03, 5.687136006E+01, 5.185329276E+02
       103, 4.650000000E-01, 5.500000000E-02, 5.000000000E-03, 2.833422225E-01, 4.226801636E-01,-1.234375842E+00, 3.524999473E-01,-1.052147546E+00, 3.263066937E+02, 1.657987438E+03,-2.243470296E+02, 5.825342105E+02
       104, 4.550000000E-01, 5.500000000E-02, 5.000000000E-03, 5.022463557E-01, 5.017972896E-01,-1.290105392E+00, 3.331678749E-01,-1.202684823E+00, 4.751313180E+03, 9.106075832E-02,-2.369774839E+03, 1.228534561E+03
       105, 4.450000000E-01, 5.500000000E-02, 5.000000000E-03, 5.366240284E-01, 6.319331215E-01,-1.369218218E+00, 4.542203803E-01,-1.253963361E+00, 6.996026662E+03,-2.071168803E+03,-3.241711407E+03, 2.102398418E+03
       106, 4.350000000E-01, 5.500000000E-02, 5.000000000E-03, 5.375817289E-01, 7.399762448E-01,-1.499594905E+00, 6.087445336E-01,-1.346706521E+00, 5.182101761E+03,-3.568035939E+03,-2.394701821E+03, 2.789890401E+03
       107, 4.250000000E-01, 5.500000000E-02, 5.000000000E-03, 5.351867797E-01, 8.148751219E-01,-1.620778475E+00, 7.334821473E-01,-1.437676779E+00, 3.144155654E+03,-4.595397414E+03,-1.458462319E+03, 3.280957928E+03
       108, 4.150000000E-01, 5.500000000E-02, 5.000000000E-03, 5.330684270E-01, 8.710104330E-01,-1.701349466E+00, 8.524097108E-01,-1.506500964E+00, 7.081489866E+02,-4.879522552E+03,-3.272017553E+02, 3.427542814E+03
       109, 4.050000000E-01, 5.500000000E-02, 5.000000000E-03, 5.263819494E-01, 9.202263893E-01,-1.763202786E+00, 9.651774401E-01,-1.560846460E+00,-1.589065185E+03,-4.749629284E+03, 7.590683044E+02, 3.417100846E+03
       110, 5.850000000E-01, 5.500000000E-02, 5.000000000E-03, 6.028236254E-02,-1.209608066E+00,-1.041043956E+00, 1.864005470E+00,-3.741737620E-01,-2.961502917E+03, 1.735373542E+03, 2.742540856E+03, 5.950386191E+02
       111, 5.750000000E-01, 6.500000000E-02, 5.000000000E-03, 2.096207556E-01,-1.491477291E+00,-1.276187605E+00,-9.088644061E-01,-1.041958544E+00,-1.810862652E+03, 1.753727725E+03, 1.412302501E+03, 5.677908906E+02
       112, 5.650000000E-01, 6.500000000E-02, 5.000000000E-03, 1.528247631E-01,-1.543246886E+00,-1.258261184E+00,-1.220000764E+00,-8.170956889E-01,-5.486478353E+02, 1.746348414E+03, 4.659720849E+02, 6.359575313E+02
       113, 5.550000000E-01, 6.500000000E-02, 5.000000000E-03, 6.917992024E-02,-1.617573549E+00,-1.171286454E+00,-1.573191278E+00, 8.195029202E-03, 4.704960651E+01, 1.611869212E+03, 3.013579809E+01, 8.008742002E+02
